"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family","Scientific Name"
"AGEX","AGEXP","Agrostis exarata Trin. var. purpurascens Hultén","","Poaceae","Agrostis exarata var. purpurascens"
"AGEX","AGLO2","Agrostis longiligula Hitchc.","","Poaceae","Agrostis longiligula"
"AGEX","AGLOA","Agrostis longiligula Hitchc. var. australis J.T. Howell","","Poaceae","Agrostis longiligula var. australis"
"AGEX","AGME","Agrostis melaleuca (Trin.) Hitchc.","","Poaceae","Agrostis melaleuca"
"AGEX","AGMIM","Agrostis microphylla Steud. var. major Vasey","","Poaceae","Agrostis microphylla var. major"
"AGFO","","Agastache foeniculum (Pursh) Kuntze","blue giant hyssop","Lamiaceae","Agastache foeniculum"
"AGFO","AGAN3","Agastache anethiodora (Nutt.) Britton","","Lamiaceae","Agastache anethiodora"
"AGGI","","Agrostemma githago L.","common corncockle","Caryophyllaceae","Agrostemma githago"
"AGGI2","","Agrostis gigantea Roth","redtop","Poaceae","Agrostis gigantea"
"AGGI2","AGAL3","Agrostis alba auct. non L.","","Poaceae","Agrostis alba"
"AGGI2","AGGID","Agrostis gigantea Roth var. dispar (Michx.) Philipson","","Poaceae","Agrostis gigantea var. dispar"
"AGGI2","AGNI","Agrostis nigra With.","","Poaceae","Agrostis nigra"
"AGGI2","AGSTG","Agrostis stolonifera L. ssp. gigantea (Roth) Schübl. & G. Martens","","Poaceae","Agrostis stolonifera ssp. gigantea"
"AGGI2","AGSTM","Agrostis stolonifera L. var. major (Gaudin) Farw.","","Poaceae","Agrostis stolonifera var. major"
"AGGL","","Agoseris glauca (Pursh) Raf.","pale agoseris","Asteraceae","Agoseris glauca"
"AGGLA","","Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist","pale agoseris","Asteraceae","Agoseris glauca var. agrestis"
"AGGLA","AGAG","Agoseris agrestis Osterh.","","Asteraceae","Agoseris agrestis"
"AGGLD","","Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.","pale agoseris","Asteraceae","Agoseris glauca var. dasycephala"
"AGGLD","AGGLS","Agoseris glauca (Pursh) Raf. ssp. scorzonerifolia (Schrad.) Piper","","Asteraceae","Agoseris glauca ssp. scorzonerifolia"
"AGGLD","AGGLA2","Agoseris glauca (Pursh) Raf. var. asper (Rydb.) Cronquist","","Asteraceae","Agoseris glauca var. asper"
"AGGLD","AGGLP2","Agoseris glauca (Pursh) Raf. var. pumila (Nutt.) Garrett","","Asteraceae","Agoseris glauca var. pumila"
"AGGLD","AGSC7","Agoseris scorzonerifolia (Schrad.) Greene","","Asteraceae","Agoseris scorzonerifolia"
"AGGLD","TRGLD","Troximon glaucum Pursh var. dasycephalum Torr. & A. Gray","","Asteraceae","Troximon glaucum var. dasycephalum"
"AGGLG","","Agoseris glauca (Pursh) Raf. var. glauca","pale agoseris","Asteraceae","Agoseris glauca var. glauca"
"AGGLG","AGTU3","Agoseris turbinata Rydb.","","Asteraceae","Agoseris turbinata"
"AGGLG","TRGL7","Troximon glaucum Pursh","","Asteraceae","Troximon glaucum"
"AGGLM","","Agoseris glauca (Pursh) Raf. var. monticola (Greene) Q. Jones ex Cronquist","pale agoseris","Asteraceae","Agoseris glauca var. monticola"
"AGGLM","AGMO5","Agoseris monticola Greene","","Asteraceae","Agoseris monticola"
"AGGR","","Agoseris grandiflora (Nutt.) Greene","bigflower agoseris","Asteraceae","Agoseris grandiflora"
"AGGR","AGGRL","Agoseris grandiflora (Nutt.) Greene var. leptophylla G.I. Baird","","Asteraceae","Agoseris grandiflora var. leptophylla"
"AGGR","AGLA6","Agoseris laciniata (Nutt.) Greene","","Asteraceae","Agoseris laciniata"
"AGGR","AGPL3","Agoseris plebeja (Greene) Greene","","Asteraceae","Agoseris plebeja"
"AGGR","TRGR13","Troximon grandiflorum Nutt.","","Asteraceae","Troximon grandiflorum"
"AGGR2","","Agrimonia gryposepala Wallr.","tall hairy agrimony","Rosaceae","Agrimonia gryposepala"
"AGHA2","","Agrostis hallii Vasey","Hall's bentgrass","Poaceae","Agrostis hallii"
"AGHA2","AGHAP","Agrostis hallii Vasey var. pringlei (Scribn.) Hitchc.","","Poaceae","Agrostis hallii var. pringlei"
"AGHE2","","Agoseris heterophylla (Nutt.) Greene","annual agoseris","Asteraceae","Agoseris heterophylla"
"AGHEH","","Agoseris heterophylla (Nutt.) Greene var. heterophylla","annual agoseris","Asteraceae","Agoseris heterophylla var. heterophylla"
"AGHEH","AGHEC2","Agoseris heterophylla (Nutt.) Greene ssp. californica (Nutt.) Piper","","Asteraceae","Agoseris heterophylla ssp. californica"
"AGHEH","AGHEN","Agoseris heterophylla (Nutt.) Greene ssp. normalis Piper","","Asteraceae","Agoseris heterophylla ssp. normalis"
"AGHEH","AGHEC3","Agoseris heterophylla (Nutt.) Greene var. cryptopleura Jeps.","","Asteraceae","Agoseris heterophylla var. cryptopleura"
"AGHEH","AGHEK","Agoseris heterophylla (Nutt.) Greene var. kymapleura Greene","","Asteraceae","Agoseris heterophylla var. kymapleura"
"AGHEH","MAHE4","Macrorhynchus heterophyllus Nutt.","","Asteraceae","Macrorhynchus heterophyllus"
"AGHU","","Agrostis humilis Vasey","alpine bentgrass","Poaceae","Agrostis humilis"
"AGHU","AGTH2","Agrostis thurberiana Hitchc.","","Poaceae","Agrostis thurberiana"
"AGHU","POHU","Podagrostis humilis (Vasey) Björkman","","Poaceae","Podagrostis humilis"
"AGHU","POTH3","Podagrostis thurberiana (Hitchc.) Hultén","","Poaceae","Podagrostis thurberiana"
"AGID","","Agrostis idahoensis Nash","Idaho bentgrass","Poaceae","Agrostis idahoensis"
"AGID","AGBOR","Agrostis borealis Hartm. var. recta (Hartm.) B. Boivin","","Poaceae","Agrostis borealis var. recta"
"AGID","AGCL4","Agrostis clavata auct. non Trin.","","Poaceae","Agrostis clavata"
"AGID","AGFI3","Agrostis filicumis M.E. Jones","","Poaceae","Agrostis filicumis"
"AGLI","","×Agropogon littoralis (Sm.) C.E. Hubbard [Agrostis stolonifera × Polypogon monospeliensis]","coast agropogon","Poaceae","×Agropogon littoralis stolonifera monospeliensis]"
"AGLI","POLI5","Polypogon littoralis Sm.","","Poaceae","Polypogon littoralis"
"AGME3","","Agrostis mertensii Trin.","arctic bentgrass","Poaceae","Agrostis mertensii"
"AGME3","AGBA5","Agrostis bakeri Rydb.","","Poaceae","Agrostis bakeri"
"AGME3","AGBO2","Agrostis borealis Hartm.","","Poaceae","Agrostis borealis"
"AGME3","AGBOA3","Agrostis borealis Hartm. var. americana (Scribn.) Fernald","","Poaceae","Agrostis borealis var. americana"
"AGME3","AGBOP","Agrostis borealis Hartm. var. paludosa (Scribn.) Fernald","","Poaceae","Agrostis borealis var. paludosa"
"AGME3","AGIDB","Agrostis idahoensis Nash var. bakeri (Rydb.) W.A. Weber","","Poaceae","Agrostis idahoensis var. bakeri"
"AGME3","AGMEB","Agrostis mertensii Trin. ssp. borealis (Hartm.) Tzvelev","","Poaceae","Agrostis mertensii ssp. borealis"
"AGME3","AGRU2","Agrostis rupestris auct. non All.","","Poaceae","Agrostis rupestris"
"AGMI3","","Agrostis microphylla Steud.","smallleaf bentgrass","Poaceae","Agrostis microphylla"
"AGMI3","AGIN7","Agrostis inflata Scribn.","","Poaceae","Agrostis inflata"
"AGMI3","AGMII","Agrostis microphylla Steud. var. intermedia Beetle","","Poaceae","Agrostis microphylla var. intermedia"
"AGOC","","Agastache occidentalis (Piper) A. Heller","western giant hyssop","Lamiaceae","Agastache occidentalis"
"AGOC2","","Ageratina occidentalis (Hook.) R.M. King & H. Rob.","western snakeroot","Asteraceae","Ageratina occidentalis"
"AGOC2","EUOC5","Eupatorium occidentale Hook.","","Asteraceae","Eupatorium occidentale"
"AGOR","","Agrostis oregonensis Vasey","Oregon bentgrass","Poaceae","Agrostis oregonensis"
"AGOSE","","Agoseris Raf.","mountain dandelion","Asteraceae","Agoseris"
"AGPA8","","Agrostis pallens Trin.","seashore bentgrass","Poaceae","Agrostis pallens"
"AGPA8","AGDI","Agrostis diegoensis Vasey","","Poaceae","Agrostis diegoensis"
"AGPA8","AGLE2","Agrostis lepida Hitchc.","","Poaceae","Agrostis lepida"
"AGPA8","AGPAV","Agrostis pallens Trin. var. vaseyi H. St. John","","Poaceae","Agrostis pallens var. vaseyi"
"AGPE","","Agrostis perennans (Walter) Tuck.","upland bentgrass","Poaceae","Agrostis perennans"
"AGPE","AGAL8","Agrostis altissima (Walter) Tuck.","","Poaceae","Agrostis altissima"
"AGPE","AGEL5","Agrostis elata (Pursh) Trin.","","Poaceae","Agrostis elata"
"AGPE","AGOR3","Agrostis oreophila Trin.","","Poaceae","Agrostis oreophila"
"AGPE","AGPEA","Agrostis perennans (Walter) Tuck. var. aestivalis Vasey","","Poaceae","Agrostis perennans var. aestivalis"
"AGPE","AGPEE","Agrostis perennans (Walter) Tuck. var. elata (Pursh) Hitchc.","","Poaceae","Agrostis perennans var. elata"
"AGPE","AGSC6","Agrostis schweinitzii Trin.","","Poaceae","Agrostis schweinitzii"
"AGPE","COPE7","Cornucopiae perennans Walter","","Poaceae","Cornucopiae perennans"
"AGRE","","Agoseris retrorsa (Benth.) Greene","spearleaf agoseris","Asteraceae","Agoseris retrorsa"
"AGRE","MARE7","Macrorhynchus retrorsus Benth.","","Asteraceae","Macrorhynchus retrorsus"
"AGRIM","","Agrimonia L.","agrimony","Rosaceae","Agrimonia"
"AGROP2","","Agropyron Gaertn.","wheatgrass","Poaceae","Agropyron"
"AGROP3","","×Agropogon Fourn.","agropogon","Poaceae","×Agropogon"
"AGROS","","Agrostemma L.","corncockle","Caryophyllaceae","Agrostemma"
"AGROS2","","Agrostis L.","bentgrass","Poaceae","Agrostis"
"AGSC5","","Agrostis scabra Willd.","rough bentgrass","Poaceae","Agrostis scabra"
"AGSC5","AGGE2","Agrostis geminata Trin.","","Poaceae","Agrostis geminata"
"AGSC5","AGHYG","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Hitchc.","","Poaceae","Agrostis hyemalis var. geminata"
"AGSC5","AGHYS","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. scabra (Willd.) Blomquist","","Poaceae","Agrostis hyemalis var. scabra"
"AGSC5","AGHYT","Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. tenuis (Tuck.) Gleason","","Poaceae","Agrostis hyemalis var. tenuis"
"AGSC5","AGSCS4","Agrostis scabra Willd. ssp. septentrionalis (Fernald) Á. Löve & D. Löve","","Poaceae","Agrostis scabra ssp. septentrionalis"
"AGSC5","AGSCG","Agrostis scabra Willd. var. geminata (Trin.) Swallen","","Poaceae","Agrostis scabra var. geminata"
"AGSC5","AGSCS","Agrostis scabra Willd. var. septentrionalis Fernald","","Poaceae","Agrostis scabra var. septentrionalis"
"AGST2","","Agrostis stolonifera L.","creeping bentgrass","Poaceae","Agrostis stolonifera"
"AGST2","AGALP","Agrostis alba L. var. palustris (Huds.) Pers.","","Poaceae","Agrostis alba var. palustris"
"AGST2","AGALS","Agrostis alba L. var. stolonifera (L.) Sm.","","Poaceae","Agrostis alba var. stolonifera"
"AGST2","AGMA10","Agrostis maritima Lam.","","Poaceae","Agrostis maritima"
"AGST2","AGPA17","Agrostis palustris Huds.","","Poaceae","Agrostis palustris"
"AGST2","AGSTC","Agrostis stolonifera L. var. compacta Hartm.","","Poaceae","Agrostis stolonifera var. compacta"
"AGST2","AGSTP","Agrostis stolonifera L. var. palustris (Huds.) Farw.","","Poaceae","Agrostis stolonifera var. palustris"
"AGUR","","Agastache urticifolia (Benth.) Kuntze","nettleleaf giant hyssop","Lamiaceae","Agastache urticifolia"
"AGURU","","Agastache urticifolia (Benth.) Kuntze var. urticifolia","nettleleaf giant hyssop","Lamiaceae","Agastache urticifolia var. urticifolia"
"AGVA","","Agrostis variabilis Rydb.","mountain bentgrass","Poaceae","Agrostis variabilis"
"AGVA","AGRO7","Agrostis rossiae auct. non Vasey","","Poaceae","Agrostis rossiae"
"AIAL","","Ailanthus altissima (Mill.) Swingle","tree of heaven","Simaroubaceae","Ailanthus altissima"
"AIAL","AIGL","Ailanthus glandulosa Desf.","","Simaroubaceae","Ailanthus glandulosa"
"AIAL","TOAL4","Toxicodendron altissimum Mill.","","Simaroubaceae","Toxicodendron altissimum"
"AICA","","Aira caryophyllea L.","silver hairgrass","Poaceae","Aira caryophyllea"
"AICAC2","","Aira caryophyllea L. var. caryophyllea","silver hairgrass","Poaceae","Aira caryophyllea var. caryophyllea"
"AICAC2","ASCA22","Aspris caryophyllea (L.) Nash","","Poaceae","Aspris caryophyllea"
"AIEL4","","Aira elegans Willd. ex Kunth","aira","Poaceae","Aira elegans"
"AIEL4","AICA3","Aira capillaris Host, non Savi","","Poaceae","Aira capillaris"
"AIEL4","AICAC","Aira caryophyllea L. var. capillaris (Host) Mutel","","Poaceae","Aira caryophyllea var. capillaris"
"AIEL4","AIELA","Aira elegans Willd. ex Kunth ssp. ambigua (Arcang.) Holub","","Poaceae","Aira elegans ssp. ambigua"
"AIEL4","AIEL2","Aira elegantissima Schur","","Poaceae","Aira elegantissima"
"AIEL4","ASCA23","Aspris capillaris (Host) Hitchc.","","Poaceae","Aspris capillaris"
"AILAN","","Ailanthus Desf.","ailanthus","Simaroubaceae","Ailanthus"
"AIPR","","Aira praecox L.","yellow hairgrass","Poaceae","Aira praecox"
"AIPR","ASPR14","Aspris praecox (L.) Nash","","Poaceae","Aspris praecox"
"AIRA","","Aira L.","hairgrass","Poaceae","Aira"
"AJRE","","Ajuga reptans L.","common bugle","Lamiaceae","Ajuga reptans"
"AJUGA","","Ajuga L.","bugle","Lamiaceae","Ajuga"
"ALAC4","","Allium acuminatum Hook.","tapertip onion","Liliaceae","Allium acuminatum"
"ALAC4","ALACC","Allium acuminatum Hook. var. cuspidatum Fernald","","Liliaceae","Allium acuminatum var. cuspidatum"
"ALAE","","Alopecurus aequalis Sobol.","shortawn foxtail","Poaceae","Alopecurus aequalis"
"ALAEA","","Alopecurus aequalis Sobol. var. aequalis","shortawn foxtail","Poaceae","Alopecurus aequalis var. aequalis"
"ALAEA","ALAEN","Alopecurus aequalis Sobol. var. natans (Wahlenb.) Fernald","","Poaceae","Alopecurus aequalis var. natans"
"ALAEA","ALAR5","Alopecurus aristulatus Michx.","","Poaceae","Alopecurus aristulatus"
"ALAEA","ALGEA","Alopecurus geniculatus L. var. aristulatus (Michx.) Torr.","","Poaceae","Alopecurus geniculatus var. aristulatus"
"ALAL3","","Alyssum alyssoides (L.) L.","pale madwort","Brassicaceae","Alyssum alyssoides"
"ALAL3","ALCA11","Alyssum calycinum L.","","Brassicaceae","Alyssum calycinum"
"ALAL3","CLAL10","Clypeola alyssoides L.","","Brassicaceae","Clypeola alyssoides"
"ALAM2","","Allium amplectens Hook.","narrowleaf onion","Liliaceae","Allium amplectens"
"ALAM2","ALAT2","Allium attenuifolium Kellogg","","Liliaceae","Allium attenuifolium"
"ALAM2","ALMO7","Allium monospermum Jeps.","","Liliaceae","Allium monospermum"
"ALAM2","ALOC6","Allium occidentale A. Gray","","Liliaceae","Allium occidentale"
"ALAR","","Alopecurus arundinaceus Poir.","creeping foxtail","Poaceae","Alopecurus arundinaceus"
"ALAR","ALVE","Alopecurus ventricosus Pers., non (Gouan) Huds.","","Poaceae","Alopecurus ventricosus"
"ALCA2","","Allium campanulatum S. Watson","dusky onion","Liliaceae","Allium campanulatum"
"ALCA2","ALAU2","Allium austinae M.E. Jones","","Liliaceae","Allium austinae"
"ALCA2","ALBI4","Allium bidwelliae S. Watson","","Liliaceae","Allium bidwelliae"
"ALCA2","ALCAB","Allium campanulatum S. Watson var. bidwelliae (S. Watson) Jeps.","","Liliaceae","Allium campanulatum var. bidwelliae"
"ALCA4","","Alopecurus carolinianus Walter","Carolina foxtail","Poaceae","Alopecurus carolinianus"
"ALCA4","ALMA15","Alopecurus macounii Vasey","","Poaceae","Alopecurus macounii"
"ALCA4","ALRA4","Alopecurus ramosus Poir.","","Poaceae","Alopecurus ramosus"
"ALCE2","","Allium cernuum Roth","nodding onion","Liliaceae","Allium cernuum"
"ALCEA","","Alcea L.","hollyhock","Malvaceae","Alcea"
"ALCEC2","","Allium cernuum Roth var. cernuum","nodding onion","Liliaceae","Allium cernuum var. cernuum"
"ALCEO","","Allium cernuum Roth var. obtusum Cockerell ex J.F. Macbr.","nodding onion","Liliaceae","Allium cernuum var. obtusum"
"ALCEO","ALNA","Allium natans Rydb.","","Liliaceae","Allium natans"
"ALCEO","ALRE4","Allium recurvatum Rydb.","","Liliaceae","Allium recurvatum"
"ALCO2","","Allium columbianum (Ownbey & Mingrone) P. Peterson, Annable & Rieseberg","Columbian onion","Liliaceae","Allium columbianum"
"ALCO2","ALDOC","Allium douglasii Hook. var. columbianum Ownbey & Mingrone","","Liliaceae","Allium douglasii var. columbianum"
"ALCO3","","Allium constrictum (Ownbey & Mingrone) P. Peterson, Annable & Rieseberg","Grand Coulee onion","Liliaceae","Allium constrictum"
"ALCO3","ALDOC2","Allium douglasii Hook. var. constrictum Ownbey & Mingrone","","Liliaceae","Allium douglasii var. constrictum"
"ALCR4","","Allium crenulatum Wiegand","Olympic onion","Liliaceae","Allium crenulatum"
"ALCR4","ALCA12","Allium cascadense M. Peck","","Liliaceae","Allium cascadense"
"ALCR4","ALVA4","Allium vancouverense Macoun","","Liliaceae","Allium vancouverense"
"ALCR4","ALWA","Allium watsonii Howell","","Liliaceae","Allium watsonii"
"ALDE","","Alyssum desertorum Stapf","desert madwort","Brassicaceae","Alyssum desertorum"
"ALDED","","Alyssum desertorum Stapf var. desertorum","desert madwort","Brassicaceae","Alyssum desertorum var. desertorum"
"ALDED","ALTU2","Alyssum turkestanicum auct. non Regel & Schmalh.","","Brassicaceae","Alyssum turkestanicum"
"ALDI3","","Allium dictuon H. St. John","Blue Mountain onion","Liliaceae","Allium dictuon"
"ALDO","","Allium douglasii Hook.","Douglas' onion","Liliaceae","Allium douglasii"
"ALFI","","Allium fibrillum M.E. Jones","Blue Mountain onion","Liliaceae","Allium fibrillum"
"ALFI","ALCO6","Allium collinum Douglas ex S. Watson","","Liliaceae","Allium collinum"
"ALGE","","Allium geyeri S. Watson","Geyer's onion","Liliaceae","Allium geyeri"
"ALGE2","","Alopecurus geniculatus L.","water foxtail","Poaceae","Alopecurus geniculatus"
"ALGEG","","Allium geyeri S. Watson var. geyeri","Geyer's onion","Liliaceae","Allium geyeri var. geyeri"
"ALGEG","ALDI5","Allium dictyotum Greene","","Liliaceae","Allium dictyotum"
"ALGEG4","","Alopecurus geniculatus L. var. geniculatus","water foxtail","Poaceae","Alopecurus geniculatus var. geniculatus"
"ALGEG4","ALPA9","Alopecurus pallescens Piper","","Poaceae","Alopecurus pallescens"
"ALGET","","Allium geyeri S. Watson var. tenerum M.E. Jones","bulbil onion","Liliaceae","Allium geyeri var. tenerum"
"ALGET","ALAR7","Allium arenicola Osterh., non Small","","Liliaceae","Allium arenicola"
"ALGET","ALFI6","Allium fibrosum Rydb., non Regel","","Liliaceae","Allium fibrosum"
"ALGET","ALGET2","Allium geyeri S. Watson ssp. tenerum (M.E. Jones) Traub & Ownbey","","Liliaceae","Allium geyeri ssp. tenerum"
"ALGET","ALGEG3","Allium geyeri S. Watson var. graniferum L.F. Hend.","","Liliaceae","Allium geyeri var. graniferum"
"ALGET","ALRU5","Allium rubrum Osterh.","","Liliaceae","Allium rubrum"
"ALGET","ALRY","Allium rydbergii J.F. Macbr.","","Liliaceae","Allium rydbergii"
"ALGET","ALSA5","Allium sabulicola Osterh.","","Liliaceae","Allium sabulicola"
"ALGI","","Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant","dense false gilyflower","Polemoniaceae","Allophyllum gilioides"
"ALGIG","","Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant ssp. gilioides","dense false gilyflower","Polemoniaceae","Allophyllum gilioides ssp. gilioides"
"ALGIG","GIGI2","Gilia gilioides (Benth.) Greene","","Polemoniaceae","Gilia gilioides"
"ALGR","","Alisma gramineum Lej.","narrowleaf water plantain","Alismataceae","Alisma gramineum"
"ALGR","ALGE3","Alisma geyeri Torr.","","Alismataceae","Alisma geyeri"
"ALGR","ALGRA","Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks","","Alismataceae","Alisma gramineum var. angustissimum"
"ALGR","ALGRG2","Alisma gramineum Lej. var. geyeri (Torr.) Lam.","","Alismataceae","Alisma gramineum var. geyeri"
"ALGR","ALGRG3","Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks","","Alismataceae","Alisma gramineum var. graminifolium"
"ALGR","ALGRW","Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak","","Alismataceae","Alisma gramineum var. wahlenbergii"
"ALGR","ALLA5","Alisma lanceolatum A. Gray","","Alismataceae","Alisma lanceolatum"
"ALHAG","","Alhagi Gagnebin","alhagi","Fabaceae","Alhagi"
"ALICI","","Aliciella Brand","aliciella","Polemoniaceae","Aliciella"
"ALIN2","","Alnus incana (L.) Moench","mountain alder","Betulaceae","Alnus incana"
"ALINT","","Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung","thinleaf alder","Betulaceae","Alnus incana ssp. tenuifolia"
"ALINT","ALINO","Alnus incana (L.) Moench var. occidentalis (Dippel) C.L. Hitchc.","","Betulaceae","Alnus incana var. occidentalis"
"ALINT","ALINV","Alnus incana (L.) Moench var. virescens S. Watson","","Betulaceae","Alnus incana var. virescens"
"ALINT","ALPU5","Alnus ×purpusii Callier","","Betulaceae","Alnus"
"ALINT","ALTE2","Alnus tenuifolia Nutt.","","Betulaceae","Alnus tenuifolia"
