ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments
2377	2013-02-12 11:40:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	74974	Lupinus argenteus var. holosericeus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2378	2009-12-16 08:43:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75031	Lupinus bicolor		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2379	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75256	Lupinus latifolius		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2380	2009-12-15 09:05:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75291	Lupinus latifolius var. latifolius		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2381	2009-12-15 09:06:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75314	Lupinus latifolius var. subalpinus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2382	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75326	Lupinus lepidus		species		N	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2383	2013-04-17 16:12:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75334	Lupinus lepidus var. aridus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2384	2009-12-15 09:13:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75346	Lupinus lepidus var. cusickii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	H&C report this taxon from Okanogan County, WA.
2385	2009-12-15 09:16:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75349	Lupinus lepidus var. lepidus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2386	2009-12-15 09:17:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75360	Lupinus lepidus var. lobbii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2387	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	75393	Lupinus lepidus var. utahensis		infraspecies		Y	N	N	N	N	N	N	Native			
2388	2018-05-02 22:04:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75399	Lupinus leucophyllus		species		N	N	N	N	N	N	N	Native			
2389	2009-12-15 09:38:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75409	Lupinus leucophyllus var. leucophyllus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2390	2009-12-15 09:41:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75417	Lupinus leucophyllus var. tenuispicus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2391	2009-12-16 08:22:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75419	Lupinus littoralis		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2392	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	75420	Lupinus littoralis var. littoralis		infraspecies		Y	N	N	N	N	N	N	Native			
2393	2018-02-12 08:37:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75439	Lupinus microcarpus		species		N	N	N	N	N	N	N	Native			
2394	2009-12-16 08:27:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75477	Lupinus microcarpus var. microcarpus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2395	2009-12-16 08:35:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75514	Lupinus nootkatensis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2396	2018-05-02 22:04:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75543	Lupinus oreganus		species		N	N	N	N	N	N	N	Native			
2397	2017-03-20 12:43:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75544	Lupinus oreganus var. kincaidii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Recent phylogenetic studies (completed but unpublished as of December, 2009) show that L. oreganus and L. sulphureus are not closely related.
2398	2015-12-04 16:12:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75554	Lupinus pachylobus		species		Y	N	N	N	N	N	N?	Native?		{"Herbarium":"WTU"}	Collected in San Juan County in 2006.  Originally identified as L. bicolor.  Native to California.
2399	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75577	Lupinus polyphyllus		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2400	2009-03-11 15:34:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75592	Lupinus polyphyllus var. burkei		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2401	2009-12-17 09:37:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75614	Lupinus polyphyllus var. humicola		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2402	2009-12-16 08:48:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75622	Lupinus polyphyllus var. pallidipes		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2403	2009-12-16 08:48:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75626	Lupinus polyphyllus var. polyphyllus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2404	2009-12-16 09:08:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75630	Lupinus polyphyllus var. prunophilus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2405	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75639	Lupinus pusillus		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2406	2009-12-16 09:09:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75642	Lupinus pusillus var. intermontanus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2407	2009-12-17 09:00:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75652	Lupinus rivularis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2408	2009-12-17 09:06:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75655	Lupinus sabinianus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	H&C use the name L. sabinii, however L. sabinianus was published before that name giving it priority.
2409	2009-12-17 09:07:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75660	Lupinus saxosus		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2410	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75668	Lupinus sericeus		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2411	2009-12-17 09:14:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75681	Lupinus sericeus var. asotinensis		infraspecies		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	
2412	2009-12-17 09:18:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75702	Lupinus sericeus var. sericeus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2413	2016-03-25 08:11:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75734	Lupinus sulphureus	Lupinus oreganus	species		N	N	N	N	N	N	N	Native			
2414	2016-03-25 08:13:00	David Giblin	Vascular Plants: Dicots	Fabaceae	75746	Lupinus sulphureus var. subsaccatus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2415	2016-03-25 08:11:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75752	Lupinus sulphureus var. sulphureus		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2416	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	75842	Medicago		genus		N	N	N	N	N	N	I	Introduced			
2417	2009-12-17 09:39:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75843	Medicago arabica		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2418	2009-12-17 09:40:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75869	Medicago lupulina		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2419	2009-12-17 09:42:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75874	Medicago minima		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2420	2009-12-17 09:44:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75896	Medicago polymorpha		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2421	2009-12-17 09:45:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75911	Medicago sativa		species		N	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2422	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	75915	Medicago sativa ssp. falcata		infraspecies		Y	N	N	N	N	N	I	Introduced			
2423	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	75917	Medicago sativa ssp. sativa		infraspecies		Y	N	N	N	N	N	I	Introduced			
2424	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	75919	Medicago sativa ssp. varia		infraspecies	Named	Y	N	N	N	N	N	I	Introduced			
2425	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	75931	Melilotus		genus		N	N	N	N	N	N	I	Introduced			
2426	2009-12-18 09:34:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75933	Melilotus albus		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2427	2009-12-18 09:36:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75942	Melilotus indicus		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	H&C uses the combination M. indica L.
2428	2009-12-18 09:37:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	75949	Melilotus officinalis		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2429	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76143	Onobrychis		genus		N	N	N	N	N	N	I	Introduced			
2430	2009-12-18 09:39:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76171	Onobrychis viciifolia		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Note orthographic variant in H&C "viciaefolia".
2431	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76172	Ononis		genus		N	N	N	Y	N	N	I	Introduced			
2432	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76188	Ononis spinosa		species		N	N	N	Y	N	N	I	Introduced			
2433	2009-12-18 09:41:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76192	Ononis spinosa ssp. maritima		infraspecies		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU"}	
2434	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76249	Oxytropis		genus		N	N	N	N	N	N	N	Native			
2435	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76279	Oxytropis borealis		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2436	2009-12-18 09:48:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76295	Oxytropis borealis var. viscida		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2437	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76308	Oxytropis campestris		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2438	2013-08-01 08:26:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76312	Oxytropis campestris var. columbiana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2439	2009-12-18 09:56:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76315	Oxytropis campestris var. cusickii		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2440	2009-12-18 09:57:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76339	Oxytropis campestris var. spicata		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2441	2009-12-18 10:02:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76353	Oxytropis campestris var. wanapum		infraspecies		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	Not in H&C, rare.
2442	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76354	Oxytropis deflexa		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2443	2009-12-18 10:03:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76363	Oxytropis deflexa var. sericea		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2444	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76638	Pisum		genus		N	N	N	Y	N	N	I	Introduced			
2445	2010-02-01 16:50:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76640	Pisum sativum		species		N	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU"}	
2446	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76643	Pisum sativum var. arvense		infraspecies		Y	N	N	Y	N	N	I	Introduced			
2447	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76652	Pisum sativum var. sativum		infraspecies		Y	N	N	Y	N	N	I	Introduced			
2448	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76813	Pueraria		genus		N	N	N	Y	N	N	I	Introduced			
2449	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76814	Pueraria montana		species		N	N	N	Y	N	N	I	Introduced			
2450	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	76820	Pueraria montana var. lobata		infraspecies		Y	N	N	Y	N	N	I	Introduced			
2451	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76901	Robinia		genus		N	N	N	N	N	N	I	Introduced			
2452	2009-12-21 14:12:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76905	Robinia hispida		species		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU"}	Not in H&C.
2453	2009-12-21 14:13:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76937	Robinia pseudoacacia		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2454	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76949	Rupertia		genus		N	N	N	N	N	N	N	Native			
2455	2009-12-21 14:16:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76954	Rupertia physodes		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2456	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	76973	Securigera		genus		N	N	N	N	N	N	I	Introduced			
2457	2009-12-11 08:23:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	76987	Securigera varia		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2458	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	77312	Spartium		genus		N	N	N	N	N	N	I	Introduced			
2459	2010-02-01 16:50:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77313	Spartium junceum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2460	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	77314	Sphaerophysa		genus		N	N	N	N	N	N	I	Introduced			
2461	2009-06-15 11:02:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77316	Sphaerophysa salsula		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Noxious.
2462	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	77480	Thermopsis		genus		N	N	N	N	N	N	N	Native			
2463	2012-10-13 10:49:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77497	Thermopsis gracilis		species		Y	Y	N	N	N	N				{"Herbarium":"WTU"}	FNA draft treatment for Thermopsis shows that this taxon as treated by H&C (T. montana var venosa) does not occur in WA, but rather ranges only from CA to OR.
2464	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77510	Thermopsis montana	Thermopsis gracilis	species		N	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2465	2009-12-21 15:52:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77513	Thermopsis montana var. montana		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2466	2009-12-21 16:09:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77516	Thermopsis montana var. ovata		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2467	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	77535	Trifolium		genus		N	N	N	N	N	N	N	Native			
2468	2016-12-13 08:58:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77538	Trifolium albopurpureum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2469	2009-12-22 08:33:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77571	Trifolium arvense		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2470	2010-02-26 08:19:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77581	Trifolium aureum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2471	2009-12-22 08:43:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77593	Trifolium bifidum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2472	2018-08-15 09:36:00		Vascular Plants: Dicots	Fabaceae	77595	Trifolium bifidum var. decipiens		infraspecies		Y	N	N	N	N	N	N	Native			
2473	2009-12-22 08:42:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77607	Trifolium campestre		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2474	2016-05-23 11:36:00	Ben Legler	Vascular Plants: Dicots	Fabaceae	77613	Trifolium cernuum		species		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU","Collector":"Ben Legler","CollectorNumber":"14068"}	Recently collected (May 2016) at Fort Worden, Jefferson County, Washington.  Also known from one recent collection in Linn County, Oregon, and from California.
2475	2009-12-22 08:44:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77617	Trifolium ciliolatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2476	2009-12-22 08:46:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77620	Trifolium cyathiferum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2477	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77638	Trifolium depauperatum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2478	2009-12-22 08:48:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77641	Trifolium depauperatum var. depauperatum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2479	2016-12-13 08:53:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77652	Trifolium dichotomum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2480	2009-12-22 08:50:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77658	Trifolium douglasii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2481	2009-12-22 08:52:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77659	Trifolium dubium		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2482	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77664	Trifolium eriocephalum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2483	2009-12-22 08:58:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77668	Trifolium eriocephalum var. arcuatum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2484	2009-12-22 08:55:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77676	Trifolium eriocephalum var. eriocephalum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2485	2009-12-22 09:01:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77681	Trifolium fragiferum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2486	2009-12-22 09:05:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77686	Trifolium fucatum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Collected once in WA (Seattle) in 1892.  Probably best considered a waif and not part of the flora.
2487	2016-05-16 16:00:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77693	Trifolium glomeratum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Recently collected in Skagit and Jefferson Counties.
2488	2009-12-22 09:08:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77694	Trifolium gracilentum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2489	2018-04-17 12:02:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77712	Trifolium hirtum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Collected for first time in Washington in 2017 (Klickitat County).
2490	2009-12-22 09:09:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77715	Trifolium hybridum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2491	2009-12-22 09:11:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77719	Trifolium incarnatum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2492	2009-12-22 09:13:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77729	Trifolium latifolium		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2493	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77737	Trifolium longipes		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2494	2009-12-22 09:19:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77750	Trifolium longipes var. longipes		infraspecies		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	
2495	2009-12-22 09:18:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77754	Trifolium longipes var. multiovulatum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2496	2009-12-22 09:22:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77758	Trifolium longipes var. multipedunculatum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2497	2009-12-22 09:34:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77770	Trifolium longipes var. reflexum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2498	2009-12-22 09:35:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77797	Trifolium macrocephalum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2499	2009-12-22 09:36:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77808	Trifolium microcephalum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2500	2009-12-22 09:38:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77809	Trifolium microdon		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2501	2009-12-22 09:38:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77854	Trifolium oliganthum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2502	2018-05-02 22:04:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77890	Trifolium plumosum		species		N	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	
2503	2009-12-22 09:42:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77892	Trifolium plumosum var. amplifolium		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	H&C does not show WA. Occurrence needs to be checked.
2504	2009-12-22 09:43:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77894	Trifolium plumosum var. plumosum		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2505	2009-12-22 09:44:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77899	Trifolium pratense		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2506	2009-12-22 09:45:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77909	Trifolium repens		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2507	2010-02-01 16:51:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77913	Trifolium resupinatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}	Not in H&C; PLANTS record based on St. John 1963; needs to be checked.
2508	2016-05-16 16:01:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77916	Trifolium retusum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Known from recent collections in San Juan County (1992), Skagit County (2012), and Jefferson County (2016).
2509	2017-06-12 09:18:00	David Giblin	Vascular Plants: Dicots	Fabaceae	77935	Trifolium striatum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Recently (2016, 2017) found in Jefferson and San Juan counties.
2510	2009-12-22 09:49:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77938	Trifolium subterraneum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	
2511	2016-05-23 11:36:00	Ben Legler	Vascular Plants: Dicots	Fabaceae	77941	Trifolium suffocatum		species		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU","Collector":"Ben Legler","CollectorNumber":"14069"}	Recently collected (May 2016) from Port Townsend, Jefferson County.  Otherwise known in North America only from recent collections in Monterey County, CA.  A distinctive small annual clover, nearly cespitose, with sessile flowering heads forming a dense cushion at summit of taproot.
2512	2009-12-22 09:51:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77947	Trifolium thompsonii		species		Y	N	N	N	Y	N	N	Native		{"Herbarium":"WTU"}	
2513	2009-12-22 09:51:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77961	Trifolium variegatum		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	
2514	2009-12-22 09:55:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77968	Trifolium vesiculosum		species		Y	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}	Not in H&C.
2515	2010-02-12 12:14:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77974	Trifolium willdenovii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	T. willdenovii was published in 1826, T. tridentatum in 1827.
2516	2009-12-22 09:57:00	Fred Weinmann	Vascular Plants: Dicots	Fabaceae	77990	Trifolium wormskioldii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Note orthographic variant in H&C (wormskjoldii).
2517	2018-05-02 22:04:00		Vascular Plants: Dicots	Fabaceae	78012	Ulex		genus		N	N	N	N	N	N	I	Introduced			
